protein_ids,majority_protein_ids,fasta_header,mol_weight,score,intensity,intensity_abeta1,intensity_abeta2,intensity_abeta3,intensity_abeta4,intensity_veh1,intensity_veh2,intensity_veh3,intensity_veh4,ibaq,ibaq_abeta1,ibaq_abeta2,ibaq_abeta3,ibaq_abeta4,ibaq_veh1,ibaq_veh2,ibaq_veh3,ibaq_veh4,lfq_intensity_abeta1,lfq_intensity_abeta2,lfq_intensity_abeta3,lfq_intensity_abeta4,lfq_intensity_veh1,lfq_intensity_veh2,lfq_intensity_veh3,lfq_intensity_veh4,msms_count_abeta1,msms_count_abeta2,msms_count_abeta3,msms_count_abeta4,msms_count_veh1,msms_count_veh2,msms_count_veh3,msms_count_veh4
sp|P41241|CSK_MOUSE;tr|Q3UVH2|Q3UVH2_MOUSE;tr|Q8BIS9|Q8BIS9_MOUSE;tr|A0A1L1STA1|A0A1L1STA1_MOUSE;tr|A0A1L1SR46|A0A1L1SR46_MOUSE;tr|A0A1L1SQQ5|A0A1L1SQQ5_MOUSE;tr|D3YVQ8|D3YVQ8_MOUSE;tr|D6RGA0|D6RGA0_MOUSE;tr|Q2M2N5|Q2M2N5_MOUSE,sp|P41241|CSK_MOUSE;tr|Q3UVH2|Q3UVH2_MOUSE;tr|Q8BIS9|Q8BIS9_MOUSE,sp|P41241|CSK_MOUSE Tyrosine-protein kinase CSK OS=Mus musculus OX=10090 GN=Csk PE=1 SV=2;tr|Q3UVH2|Q3UVH2_MOUSE Tyrosine-protein kinase OS=Mus musculus OX=10090 GN=Csk PE=2 SV=1;tr|Q8BIS9|Q8BIS9_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=,50.716,63.57,1712700000,166440000,172830000,175340000,285470000,234750000,160760000,255700000,261410000,61168000,5944400,6172300,6262200,10195000,8384000,5741600,9132300,9336000,194970000,186150000,169360000,236310000,220440000,181740000,195690000,231840000,22,18,16,23,26,19,23,18
sp|Q8VCB1|NDC1_MOUSE;tr|J3QPB5|J3QPB5_MOUSE;tr|J3QMD9|J3QMD9_MOUSE,sp|Q8VCB1|NDC1_MOUSE;tr|J3QPB5|J3QPB5_MOUSE,sp|Q8VCB1|NDC1_MOUSE Nucleoporin NDC1 OS=Mus musculus OX=10090 GN=Ndc1 PE=1 SV=1;tr|J3QPB5|J3QPB5_MOUSE Nucleoporin NDC1 OS=Mus musculus OX=10090 GN=Ndc1 PE=1 SV=1,75.409,121.56,3069300000,334310000,431160000,553280000,292290000,278220000,318130000,522940000,338970000,118050000,12858000,16583000,21280000,11242000,10701000,12236000,20113000,13037000,325620000,378130000,434240000,276550000,317380000,358780000,369380000,306170000,22,22,25,19,16,21,23,18
sp|Q99KC8|VMA5A_MOUSE;tr|F6TIL5|F6TIL5_MOUSE;tr|D3Z671|D3Z671_MOUSE;tr|Q6P8K4|Q6P8K4_MOUSE;tr|Q8C1D4|Q8C1D4_MOUSE;tr|Q8BGF0|Q8BGF0_MOUSE,sp|Q99KC8|VMA5A_MOUSE,sp|Q99KC8|VMA5A_MOUSE von Willebrand factor A domain-containing protein 5A OS=Mus musculus OX=10090 GN=Vwa5a PE=1 SV=2,87.142,45.174,1845000000,166940000,201500000,161300000,264190000,315900000,174760000,259990000,300430000,42907000,3882400,4686200,3751200,6143900,7346500,4064200,6046200,6986900,204570000,217260000,175310000,234170000,239550000,220450000,194520000,239980000,22,19,12,25,26,17,18,28
sp|Q80SW1|SAHH2_MOUSE;tr|F7ATQ6|F7ATQ6_MOUSE;tr|D3Z2Q0|D3Z2Q0_MOUSE;tr|A0A0N4SUY4|A0A0N4SUY4_MOUSE,sp|Q80SW1|SAHH2_MOUSE,sp|Q80SW1|SAHH2_MOUSE S-adenosylhomocysteine hydrolase-like protein 1 OS=Mus musculus OX=10090 GN=Ahcyl1 PE=1 SV=1,58.951,56.315,4380000000,549120000,516540000,718350000,409230000,640670000,535120000,387070000,623940000,168460000,21120000,19867000,27629000,15740000,24641000,20582000,14887000,23998000,551930000,455650000,488120000,532820000,515980000,532860000,473220000,519080000,22,23,20,19,18,20,19,27
tr|Q3TD51|Q3TD51_MOUSE;tr|Q570Z8|Q570Z8_MOUSE;tr|A0A140LHQ8|A0A140LHQ8_MOUSE,tr|Q3TD51|Q3TD51_MOUSE;tr|Q570Z8|Q570Z8_MOUSE;tr|A0A140LHQ8|A0A140LHQ8_MOUSE,tr|Q3TD51|Q3TD51_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Picalm PE=2 SV=1;tr|Q570Z8|Q570Z8_MOUSE MKIAA4114 protein (Fragment) OS=Mus musculus OX=10090 GN=Picalm PE=2 SV=1;tr|A0A140LHQ8|A0A140LHQ8_MOUSE Phosphatidylinositol-binding clathri,64.647,120.63,3118300000,383930000,360900000,452330000,392770000,389710000,312100000,431700000,394820000,129930000,15997000,15037000,18847000,16365000,16238000,13004000,17988000,16451000,413950000,354150000,370430000,351300000,362490000,386200000,328130000,334070000,22,21,21,15,21,26,24,19
tr|Q9CZE1|Q9CZE1_MOUSE;tr|Q545N1|Q545N1_MOUSE;sp|P56873|ZNRD2_MOUSE;tr|Q9D002|Q9D002_MOUSE;tr|E0CYU9|E0CYU9_MOUSE,tr|Q9CZE1|Q9CZE1_MOUSE;tr|Q545N1|Q545N1_MOUSE;sp|P56873|ZNRD2_MOUSE;tr|Q9D002|Q9D002_MOUSE,tr|Q9CZE1|Q9CZE1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Znrd2 PE=2 SV=1;tr|Q545N1|Q545N1_MOUSE C184S protein OS=Mus musculus OX=10090 GN=Znrd2 PE=1 SV=1;sp|P56873|ZNRD2_MOUSE Protein ZNRD2 OS=Mus musculus OX=10090 GN=Znrd2 PE=1 SV=1;tr|Q,21.37,108.92,4749400000,512650000,463520000,568590000,592260000,714160000,506860000,635010000,756310000,431760000,46604000,42138000,51690000,53842000,64924000,46079000,57729000,68755000,565740000,441140000,483840000,540980000,721340000,476290000,530590000,541090000,22,21,22,23,19,21,22,20
sp|Q8BK35|NOP53_MOUSE;tr|Q8R126|Q8R126_MOUSE;tr|Q8BTX4|Q8BTX4_MOUSE;tr|Q9CV23|Q9CV23_MOUSE;tr|Q3USL3|Q3USL3_MOUSE,sp|Q8BK35|NOP53_MOUSE;tr|Q8R126|Q8R126_MOUSE;tr|Q8BTX4|Q8BTX4_MOUSE,sp|Q8BK35|NOP53_MOUSE Ribosome biogenesis protein NOP53 OS=Mus musculus OX=10090 GN=Nop53 PE=1 SV=1;tr|Q8R126|Q8R126_MOUSE Gltscr2 protein (Fragment) OS=Mus musculus OX=10090 GN=Nop53 PE=2 SV=1;tr|Q8BTX4|Q8BTX4_MOUSE Ribosome biogenesis protein NOP53 OS=Mu,55.792,68.942,2120500000,222810000,323990000,345760000,213840000,212320000,222280000,380770000,198740000,106030000,11140000,16200000,17288000,10692000,10616000,11114000,19038000,9937200,252430000,274120000,281990000,208640000,212980000,251570000,299390000,195770000,22,27,27,16,19,23,24,13
sp|Q8BWQ6|VP35L_MOUSE;tr|I1E4X5|I1E4X5_MOUSE;tr|D3YW19|D3YW19_MOUSE;tr|D3YW20|D3YW20_MOUSE;tr|F6RR19|F6RR19_MOUSE;tr|Q9D0B4|Q9D0B4_MOUSE;tr|H3BJE8|H3BJE8_MOUSE,sp|Q8BWQ6|VP35L_MOUSE;tr|I1E4X5|I1E4X5_MOUSE;tr|D3YW19|D3YW19_MOUSE;tr|D3YW20|D3YW20_MOUSE,sp|Q8BWQ6|VP35L_MOUSE VPS35 endosomal protein sorting factor-like OS=Mus musculus OX=10090 GN=Vps35l PE=1 SV=2;tr|I1E4X5|I1E4X5_MOUSE VPS35 endosomal protein sorting factor-like OS=Mus musculus OX=10090 GN=Vps35l PE=1 SV=1;tr|D3YW19|D3YW19_MOUSE VPS35 endo,109.08,76.735,1913300000,214000000,153490000,264410000,247560000,287370000,177530000,273190000,295740000,36100000,4037700,2896100,4988900,4671000,5422000,3349600,5154600,5580100,217630000,194040000,211980000,237080000,251230000,200390000,221490000,222680000,22,18,23,19,24,21,22,22
tr|Q3U6F1|Q3U6F1_MOUSE;tr|E9Q7W0|E9Q7W0_MOUSE;tr|Q3UM17|Q3UM17_MOUSE;tr|A0A0J9YTV5|A0A0J9YTV5_MOUSE;sp|P31266|SUH_MOUSE;tr|A0A0J9YVE0|A0A0J9YVE0_MOUSE;tr|Q3V2I2|Q3V2I2_MOUSE;sp|O08674|RBPJL_MOUSE,tr|Q3U6F1|Q3U6F1_MOUSE;tr|E9Q7W0|E9Q7W0_MOUSE;tr|Q3UM17|Q3UM17_MOUSE;tr|A0A0J9YTV5|A0A0J9YTV5_MOUSE;sp|P31266|SUH_MOUSE,tr|Q3U6F1|Q3U6F1_MOUSE Recombining-binding protein suppressor of hairless OS=Mus musculus OX=10090 GN=Rbpj PE=1 SV=1;tr|E9Q7W0|E9Q7W0_MOUSE Recombining-binding protein suppressor of hairless OS=Mus musculus OX=10090 GN=Rbpj PE=1 SV=1;tr|Q3UM17|Q3UM17_MOUSE,51.926,48.121,3198100000,309930000,449320000,572270000,289750000,414540000,377330000,497910000,287010000,177670000,17218000,24962000,31793000,16097000,23030000,20963000,27662000,15945000,348360000,406950000,458330000,296860000,350570000,420430000,355130000,258170000,22,23,22,17,19,24,27,18
tr|Q3UNF2|Q3UNF2_MOUSE;sp|P97470|PP4C_MOUSE;tr|A0A0U1RQ12|A0A0U1RQ12_MOUSE;tr|A0A0U1RPR5|A0A0U1RPR5_MOUSE;tr|A0A0U1RQ43|A0A0U1RQ43_MOUSE;tr|A0A0U1RPK2|A0A0U1RPK2_MOUSE,tr|Q3UNF2|Q3UNF2_MOUSE;sp|P97470|PP4C_MOUSE,tr|Q3UNF2|Q3UNF2_MOUSE Serine/threonine-protein phosphatase OS=Mus musculus OX=10090 GN=Ppp4c PE=1 SV=1;sp|P97470|PP4C_MOUSE Serine/threonine-protein phosphatase 4 catalytic subunit OS=Mus musculus OX=10090 GN=Ppp4c PE=1 SV=2,35.08,78.981,2494600000,255330000,244990000,319560000,362610000,370270000,251120000,326890000,363780000,155910000,15958000,15312000,19973000,22663000,23142000,15695000,20431000,22737000,330030000,240470000,268850000,310930000,340040000,258790000,269620000,302100000,22,17,22,23,23,22,19,24
tr|Z4YKB8|Z4YKB8_MOUSE;sp|Q3TEA8|HP1B3_MOUSE;tr|Z4YKA3|Z4YKA3_MOUSE;tr|A2AM65|A2AM65_MOUSE;tr|Q3B7C1|Q3B7C1_MOUSE;tr|A2AM63|A2AM63_MOUSE;tr|A2AM62|A2AM62_MOUSE;tr|A2AM70|A2AM70_MOUSE;tr|A2AM69|A2AM69_MOUSE,tr|Z4YKB8|Z4YKB8_MOUSE;sp|Q3TEA8|HP1B3_MOUSE;tr|Z4YKA3|Z4YKA3_MOUSE;tr|A2AM65|A2AM65_MOUSE,tr|Z4YKB8|Z4YKB8_MOUSE Heterochromatin protein 1-binding protein 3 OS=Mus musculus OX=10090 GN=Hp1bp3 PE=1 SV=1;sp|Q3TEA8|HP1B3_MOUSE Heterochromatin protein 1-binding protein 3 OS=Mus musculus OX=10090 GN=Hp1bp3 PE=1 SV=1;tr|Z4YKA3|Z4YKA3_MOUSE Heterochro,60.85,79.664,2618700000,271850000,311830000,455670000,298240000,289710000,279760000,426570000,285120000,104750000,10874000,12473000,18227000,11930000,11588000,11190000,17063000,11405000,305910000,345330000,358840000,285120000,272340000,297760000,335060000,245720000,22,20,32,17,20,20,24,19
tr|Q3UR33|Q3UR33_MOUSE;sp|Q61029|LAP2B_MOUSE;tr|Q3U7B3|Q3U7B3_MOUSE;tr|Q3TNH0|Q3TNH0_MOUSE;tr|Q3U955|Q3U955_MOUSE;tr|Q78WP6|Q78WP6_MOUSE;tr|Q3TXQ1|Q3TXQ1_MOUSE,tr|Q3UR33|Q3UR33_MOUSE;sp|Q61029|LAP2B_MOUSE;tr|Q3U7B3|Q3U7B3_MOUSE;tr|Q3TNH0|Q3TNH0_MOUSE;tr|Q3U955|Q3U955_MOUSE,"tr|Q3UR33|Q3UR33_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Tmpo PE=2 SV=1;sp|Q61029|LAP2B_MOUSE Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma OS=Mus musculus OX=10090 GN=Tmpo PE=1 SV=4;tr|Q3U7B3|Q3U7B3_MOUSE Uncharacter",50.358,120.83,6189000000,723330000,809720000,1114100000,687830000,561890000,690000000,953390000,648800000,294720000,34444000,38558000,53052000,32754000,26756000,32857000,45400000,30895000,684400000,791720000,922760000,589540000,562150000,771700000,781900000,555690000,22,26,21,22,16,23,24,20
sp|Q99L48|NMD3_MOUSE;tr|A0A0A6YY59|A0A0A6YY59_MOUSE;tr|D3YYX2|D3YYX2_MOUSE,sp|Q99L48|NMD3_MOUSE,sp|Q99L48|NMD3_MOUSE 60S ribosomal export protein NMD3 OS=Mus musculus OX=10090 GN=Nmd3 PE=1 SV=1,57.611,69.548,2379600000,220800000,313450000,387520000,345310000,294810000,248470000,319890000,249300000,99148000,9200000,13060000,16147000,14388000,12284000,10353000,13329000,10388000,274530000,319630000,288920000,270150000,257820000,266070000,241060000,255110000,22,23,23,22,20,23,25,17
sp|Q9CZ04|CSN7A_MOUSE;tr|D3Z440|D3Z440_MOUSE;tr|D3YVI6|D3YVI6_MOUSE;tr|D3Z0S0|D3Z0S0_MOUSE,sp|Q9CZ04|CSN7A_MOUSE;tr|D3Z440|D3Z440_MOUSE;tr|D3YVI6|D3YVI6_MOUSE,sp|Q9CZ04|CSN7A_MOUSE COP9 signalosome complex subunit 7a OS=Mus musculus OX=10090 GN=Cops7a PE=1 SV=2;tr|D3Z440|D3Z440_MOUSE COP9 signalosome complex subunit 7a (Fragment) OS=Mus musculus OX=10090 GN=Cops7a PE=1 SV=8;tr|D3YVI6|D3YVI6_MOUSE COP9 signalosom,30.224,85.059,2467100000,257150000,245030000,298710000,398230000,321190000,210590000,333190000,403020000,176220000,18368000,17502000,21337000,28445000,22942000,15042000,23799000,28787000,279990000,268270000,263270000,335610000,294250000,267540000,271260000,311600000,22,24,20,22,19,22,22,24
sp|Q8R307|VPS18_MOUSE;tr|Q3UG80|Q3UG80_MOUSE;tr|Q69ZI9|Q69ZI9_MOUSE;tr|Q3U7D9|Q3U7D9_MOUSE;tr|Q8BLK7|Q8BLK7_MOUSE;tr|Q8CFS5|Q8CFS5_MOUSE,sp|Q8R307|VPS18_MOUSE;tr|Q3UG80|Q3UG80_MOUSE;tr|Q69ZI9|Q69ZI9_MOUSE;tr|Q3U7D9|Q3U7D9_MOUSE;tr|Q8BLK7|Q8BLK7_MOUSE;tr|Q8CFS5|Q8CFS5_MOUSE,sp|Q8R307|VPS18_MOUSE Vacuolar protein sorting-associated protein 18 homolog OS=Mus musculus OX=10090 GN=Vps18 PE=1 SV=2;tr|Q3UG80|Q3UG80_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Vps18 PE=2 SV=1;tr|Q69ZI9|Q69ZI9_MOUSE MKIAA1475 protein (Fr,110.22,107.2,1495700000,163210000,175970000,216360000,209170000,181570000,155370000,200640000,193430000,29328000,3200200,3450300,4242300,4101300,3560200,3046500,3934100,3792700,161340000,184700000,186880000,175060000,176110000,179420000,180340000,164040000,22,24,20,23,21,21,25,20
sp|Q9D1M4|MCA3_MOUSE;tr|B0LAB0|B0LAB0_MOUSE,sp|Q9D1M4|MCA3_MOUSE,sp|Q9D1M4|MCA3_MOUSE Eukaryotic translation elongation factor 1 epsilon-1 OS=Mus musculus OX=10090 GN=Eef1e1 PE=1 SV=1,19.859,96.952,4171100000,441360000,475540000,430730000,682200000,597610000,387110000,478060000,678490000,347590000,36780000,39628000,35894000,56850000,49801000,32259000,39838000,56541000,509330000,454840000,386840000,576480000,536300000,428490000,378090000,510140000,22,22,18,29,20,19,25,21
tr|Q3UWL3|Q3UWL3_MOUSE;tr|Q3TQW9|Q3TQW9_MOUSE;tr|Q3TFV6|Q3TFV6_MOUSE;sp|P24860|CCNB1_MOUSE;tr|Q68EM3|Q68EM3_MOUSE;tr|C5IGX4|C5IGX4_MOUSE;tr|G3UY65|G3UY65_MOUSE,tr|Q3UWL3|Q3UWL3_MOUSE;tr|Q3TQW9|Q3TQW9_MOUSE;tr|Q3TFV6|Q3TFV6_MOUSE;sp|P24860|CCNB1_MOUSE;tr|Q68EM3|Q68EM3_MOUSE;tr|C5IGX4|C5IGX4_MOUSE;tr|G3UY65|G3UY65_MOUSE,tr|Q3UWL3|Q3UWL3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ccnb1 PE=2 SV=1;tr|Q3TQW9|Q3TQW9_MOUSE MCG116121 OS=Mus musculus OX=10090 GN=Ccnb1 PE=1 SV=1;tr|Q3TFV6|Q3TFV6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ccnb1 PE=2 SV,47.993,62.548,3023800000,359490000,226320000,379210000,543620000,306560000,302900000,391920000,513730000,159150000,18920000,11911000,19959000,28612000,16135000,15942000,20627000,27038000,381370000,282590000,343020000,442470000,316290000,295110000,338180000,417410000,22,13,27,32,22,22,18,21
tr|Q3TJN1|Q3TJN1_MOUSE;sp|P24288|BCAT1_MOUSE;tr|Q3TKJ1|Q3TKJ1_MOUSE;tr|E9Q4K3|E9Q4K3_MOUSE;tr|Q9CXX6|Q9CXX6_MOUSE;tr|Q8CBC8|Q8CBC8_MOUSE;tr|B2KFA8|B2KFA8_MOUSE;tr|B2KFA9|B2KFA9_MOUSE;tr|A0A0N4SV61|A0A0N4SV61_MOUSE,tr|Q3TJN1|Q3TJN1_MOUSE;sp|P24288|BCAT1_MOUSE;tr|Q3TKJ1|Q3TKJ1_MOUSE;tr|E9Q4K3|E9Q4K3_MOUSE;tr|Q9CXX6|Q9CXX6_MOUSE;tr|Q8CBC8|Q8CBC8_MOUSE;tr|B2KFA8|B2KFA8_MOUSE,"tr|Q3TJN1|Q3TJN1_MOUSE Branched-chain-amino-acid aminotransferase OS=Mus musculus OX=10090 GN=Bcat1 PE=1 SV=1;sp|P24288|BCAT1_MOUSE Branched-chain-amino-acid aminotransferase, cytosolic OS=Mus musculus OX=10090 GN=Bcat1 PE=1 SV=2;tr|Q3TKJ1|Q3TKJ1_MOUSE Bra",42.791,90.976,2933900000,279940000,321200000,335870000,472070000,423300000,284730000,323570000,493230000,162990000,15552000,17844000,18659000,26226000,23516000,15818000,17976000,27401000,358600000,307030000,288670000,408430000,354720000,304470000,287350000,351210000,22,23,21,25,23,24,17,23
sp|Q99J36|THUM1_MOUSE,sp|Q99J36|THUM1_MOUSE,sp|Q99J36|THUM1_MOUSE THUMP domain-containing protein 1 OS=Mus musculus OX=10090 GN=Thumpd1 PE=1 SV=1,38.884,56.518,6761100000,724760000,768150000,851110000,906680000,994310000,682940000,836130000,997030000,321960000,34512000,36579000,40529000,43175000,47348000,32521000,39816000,47477000,799190000,664300000,683690000,776230000,841700000,710370000,683740000,811710000,22,13,20,25,24,25,24,25
tr|K7Q7T7|K7Q7T7_MOUSE;sp|P63001|RAC1_MOUSE;tr|Q9D859|Q9D859_MOUSE;tr|Q8BPG5|Q8BPG5_MOUSE;tr|Q3TLP8|Q3TLP8_MOUSE;tr|Q8C4N8|Q8C4N8_MOUSE;tr|Q14A12|Q14A12_MOUSE;sp|P60764|RAC3_MOUSE;tr|A2AC13|A2AC13_MOUSE;tr|Q8QZS2|Q8QZS2_MOUSE,tr|K7Q7T7|K7Q7T7_MOUSE;sp|P63001|RAC1_MOUSE;tr|Q9D859|Q9D859_MOUSE;tr|Q8BPG5|Q8BPG5_MOUSE;tr|Q3TLP8|Q3TLP8_MOUSE;tr|Q8C4N8|Q8C4N8_MOUSE;tr|Q14A12|Q14A12_MOUSE;sp|P60764|RAC3_MOUSE;tr|A2AC13|A2AC13_MOUSE;tr|Q8QZS2|Q8QZS2_MOUSE,tr|K7Q7T7|K7Q7T7_MOUSE RAS-related C3 botulinum substrate 1 OS=Mus musculus OX=10090 GN=Rac1 PE=1 SV=1;sp|P63001|RAC1_MOUSE Ras-related C3 botulinum toxin substrate 1 OS=Mus musculus OX=10090 GN=Rac1 PE=1 SV=1;tr|Q9D859|Q9D859_MOUSE Uncharacterized protein,21.45,48.078,15773000000,1811200000,1993300000,2166900000,2184000000,1965800000,1483400000,2066300000,2102600000,1971700000,226400000,249160000,270860000,273000000,245730000,185430000,258280000,262830000,1865900000,1917800000,1772600000,1803400000,1613700000,1544400000,1775200000,1742600000,22,26,23,19,21,25,21,23
sp|Q921T2|TOIP1_MOUSE;tr|J3QQ40|J3QQ40_MOUSE;tr|Q3UE61|Q3UE61_MOUSE;tr|D3YXF8|D3YXF8_MOUSE,sp|Q921T2|TOIP1_MOUSE,sp|Q921T2|TOIP1_MOUSE Torsin-1A-interacting protein 1 OS=Mus musculus OX=10090 GN=Tor1aip1 PE=1 SV=3,66.78,160.1,2686500000,278630000,344760000,459100000,284380000,279650000,336060000,409740000,294160000,81408000,8443200,10447000,13912000,8617500,8474100,10184000,12416000,8914100,312350000,350260000,345380000,269770000,297480000,341110000,323380000,287450000,22,26,23,25,18,25,22,19
tr|Q921W2|Q921W2_MOUSE;tr|Q545C1|Q545C1_MOUSE;sp|P70318|TIAR_MOUSE;tr|D3Z3Y4|D3Z3Y4_MOUSE;tr|D6RGU1|D6RGU1_MOUSE;tr|Q6NVC2|Q6NVC2_MOUSE;tr|A0A0U1RPB0|A0A0U1RPB0_MOUSE;tr|A0A0U1RPD3|A0A0U1RPD3_MOUSE;tr|A0A0U1RPE1|A0A0U1RPE1_MOUSE;tr|A0A0U1RP00|A0A0U1RP00_MOUSE;tr|A0A0U1RPL4|A0A0U1RPL4_MOUSE,tr|Q921W2|Q921W2_MOUSE;tr|Q545C1|Q545C1_MOUSE;sp|P70318|TIAR_MOUSE;tr|D3Z3Y4|D3Z3Y4_MOUSE;tr|D6RGU1|D6RGU1_MOUSE;tr|Q6NVC2|Q6NVC2_MOUSE,"tr|Q921W2|Q921W2_MOUSE Nucleolysin TIAR OS=Mus musculus OX=10090 GN=Tial1 PE=1 SV=1;tr|Q545C1|Q545C1_MOUSE Tial1 cytotoxic granule-associated RNA binding protein-like 1, isoform CRA_c OS=Mus musculus OX=10090 GN=Tial1 PE=1 SV=1;sp|P70318|TIAR_MOUSE Nucleol",41.53,83.772,3107800000,271250000,362540000,411780000,440680000,419420000,327480000,476720000,397880000,194240000,16953000,22659000,25736000,27543000,26214000,20468000,29795000,24868000,302550000,365050000,370020000,339200000,344840000,360920000,384330000,347820000,22,25,21,21,27,21,24,22
tr|Q3UKS0|Q3UKS0_MOUSE;tr|Q3UC67|Q3UC67_MOUSE;sp|Q8JZR0|ACSL5_MOUSE;tr|Q9D9S0|Q9D9S0_MOUSE;tr|A0A286YCG4|A0A286YCG4_MOUSE;tr|A0A286YD68|A0A286YD68_MOUSE;tr|A0A286YCF3|A0A286YCF3_MOUSE,tr|Q3UKS0|Q3UKS0_MOUSE;tr|Q3UC67|Q3UC67_MOUSE;sp|Q8JZR0|ACSL5_MOUSE,"tr|Q3UKS0|Q3UKS0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Acsl5 PE=2 SV=1;tr|Q3UC67|Q3UC67_MOUSE Acyl-CoA synthetase long-chain family member 5, isoform CRA_b OS=Mus musculus OX=10090 GN=Acsl5 PE=1 SV=1;sp|Q8JZR0|ACSL5_MOUSE Long-chain-fat",76.175,83.289,2482300000,229950000,310950000,354980000,342090000,254860000,228060000,434020000,327420000,73009000,6763100,9145500,10441000,10061000,7495900,6707500,12765000,9630000,248220000,294700000,331930000,267590000,270570000,280660000,321590000,270630000,22,27,27,24,19,22,20,23
sp|Q9QXE7|TBL1X_MOUSE,sp|Q9QXE7|TBL1X_MOUSE,sp|Q9QXE7|TBL1X_MOUSE F-box-like/WD repeat-containing protein TBL1X OS=Mus musculus OX=10090 GN=Tbl1x PE=1 SV=2,56.802,183.53,2370900000,197760000,260290000,378620000,288960000,285310000,282090000,384670000,293230000,103080000,8598200,11317000,16462000,12563000,12405000,12265000,16725000,12749000,251620000,262140000,307570000,259490000,268790000,301890000,281830000,269650000,22,21,26,20,20,26,26,24
sp|Q6PGC1|DHX29_MOUSE;tr|Q8BN72|Q8BN72_MOUSE;tr|Q3TRV5|Q3TRV5_MOUSE,sp|Q6PGC1|DHX29_MOUSE,sp|Q6PGC1|DHX29_MOUSE ATP-dependent RNA helicase DHX29 OS=Mus musculus OX=10090 GN=Dhx29 PE=1 SV=1,153.97,109.7,1706300000,178920000,168500000,240840000,264700000,206540000,147200000,281870000,217760000,24033000,2520000,2373200,3392100,3728200,2909000,2073200,3970000,3067100,201490000,184910000,171310000,213550000,197710000,193640000,198700000,191630000,22,20,25,24,22,19,28,27
tr|F6SLP4|F6SLP4_MOUSE;tr|A0A494BAW5|A0A494BAW5_MOUSE;tr|A0A494BAK4|A0A494BAK4_MOUSE;tr|Q4FK22|Q4FK22_MOUSE;sp|Q9DC16|ERGI1_MOUSE;tr|Q69ZP5|Q69ZP5_MOUSE;tr|A0A494BAX4|A0A494BAX4_MOUSE;tr|A0A494B9M5|A0A494B9M5_MOUSE;tr|F6Z6A5|F6Z6A5_MOUSE,tr|F6SLP4|F6SLP4_MOUSE;tr|A0A494BAW5|A0A494BAW5_MOUSE;tr|A0A494BAK4|A0A494BAK4_MOUSE;tr|Q4FK22|Q4FK22_MOUSE;sp|Q9DC16|ERGI1_MOUSE;tr|Q69ZP5|Q69ZP5_MOUSE;tr|A0A494BAX4|A0A494BAX4_MOUSE,tr|F6SLP4|F6SLP4_MOUSE Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Mus musculus OX=10090 GN=Ergic1 PE=1 SV=2;tr|A0A494BAW5|A0A494BAW5_MOUSE Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Mus musculus OX=10090 GN=Erg,21.445,88.307,2979700000,279520000,392860000,456200000,382660000,329780000,312230000,438910000,387570000,229210000,21501000,30220000,35093000,29435000,25367000,24018000,33762000,29813000,356580000,360750000,372870000,325330000,347950000,357680000,343630000,315150000,22,25,26,23,22,21,26,22
sp|Q8BH24|TM9S4_MOUSE;tr|Q14B57|Q14B57_MOUSE,sp|Q8BH24|TM9S4_MOUSE;tr|Q14B57|Q14B57_MOUSE,sp|Q8BH24|TM9S4_MOUSE Transmembrane 9 superfamily member 4 OS=Mus musculus OX=10090 GN=Tm9sf4 PE=1 SV=1;tr|Q14B57|Q14B57_MOUSE Transmembrane 9 superfamily member OS=Mus musculus OX=10090 GN=Tm9sf4 PE=2 SV=1,74.692,123.02,3152500000,292540000,404570000,517440000,360020000,397000000,314060000,488330000,378600000,131360000,12189000,16857000,21560000,15001000,16542000,13086000,20347000,15775000,337110000,418320000,370750000,333030000,383680000,362160000,379210000,330250000,22,27,31,19,24,22,22,21
